shot_id,shot_made_flag,seconds_from_period_end,loc_x,loc_y,shot_distance,action_type#Jump Shot,home_away,action_type#Layup Shot,period#3,period#2,period#1,period#4,shot_zone_range#Less Than 8 ft.,game_month#1,game_month#3,game_month#2,game_month#12,game_month#4,game_month#11,playoffs,action_type#Running Jump Shot
16,0.0,0.0672268907563,0.626506024096,0.282634730539,0.253164556962,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
17,,0.00140056022409,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
18,1.0,0.742296918768,0.267068273092,0.323353293413,0.316455696203,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
19,0.0,0.964985994398,0.236947791165,0.168862275449,0.20253164557,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
20,,0.904761904762,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
21,0.0,0.851540616246,0.508032128514,0.225149700599,0.177215189873,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
22,0.0,0.761904761905,0.771084337349,0.204790419162,0.227848101266,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
23,1.0,0.668067226891,0.469879518072,0.184431137725,0.139240506329,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
24,1.0,0.485994397759,0.28313253012,0.232335329341,0.227848101266,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
25,1.0,0.435574229692,0.409638554217,0.128143712575,0.0886075949367,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
26,0.0,0.218487394958,0.502008032129,0.0526946107784,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
27,0.0,0.173669467787,0.385542168675,0.287425149701,0.253164556962,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
28,0.0,0.0420168067227,0.13453815261,0.275449101796,0.329113924051,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
29,0.0,0.698879551821,0.672690763052,0.259880239521,0.240506329114,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
30,0.0,0.535014005602,0.508032128514,0.156886227545,0.101265822785,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
31,1.0,0.112044817927,0.744979919679,0.0574850299401,0.151898734177,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
32,0.0,0.0420168067227,0.75702811245,0.0934131736527,0.164556962025,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
33,,0.960784313725,0.829317269076,0.14371257485,0.215189873418,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
34,,0.921568627451,0.642570281124,0.28502994012,0.253164556962,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
35,,0.634453781513,0.504016064257,0.0754491017964,0.0126582278481,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
36,,0.501400560224,0.477911646586,0.0706586826347,0.0126582278481,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
37,,0.348739495798,0.504016064257,0.0574850299401,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
38,,0.466386554622,0.267068273092,0.191616766467,0.20253164557,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
39,1.0,0.294117647059,0.684738955823,0.273053892216,0.253164556962,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
40,1.0,0.00560224089636,0.447791164659,0.378443113772,0.341772151899,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
41,0.0,0.941176470588,0.14859437751,0.131736526946,0.227848101266,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
42,1.0,0.858543417367,0.516064257028,0.0574850299401,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
43,1.0,0.754901960784,0.803212851406,0.211976047904,0.253164556962,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
44,0.0,0.712885154062,0.600401606426,0.0706586826347,0.0632911392405,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
45,,0.37675070028,0.477911646586,0.0754491017964,0.0253164556962,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
46,1.0,0.281512605042,0.493975903614,0.0574850299401,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
47,0.0,0.245098039216,0.493975903614,0.0574850299401,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
48,1.0,0.221288515406,0.504016064257,0.0634730538922,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
49,1.0,0.413165266106,0.744979919679,0.196407185629,0.215189873418,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
50,,0.278711484594,0.14859437751,0.088622754491,0.215189873418,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
51,0.0,0.0952380952381,0.504016064257,0.0634730538922,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
52,0.0,0.0924369747899,0.477911646586,0.0634730538922,0.0126582278481,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
53,0.0,0.886554621849,0.550200803213,0.136526946108,0.0886075949367,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
54,0.0,0.84593837535,0.122489959839,0.0479041916168,0.227848101266,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
55,,0.417366946779,0.218875502008,0.348502994012,0.354430379747,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
56,0.0,0.214285714286,0.190763052209,0.28502994012,0.303797468354,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
57,1.0,0.960784313725,0.504016064257,0.325748502994,0.278481012658,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
58,1.0,0.728291316527,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
59,1.0,0.343137254902,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
60,,0.266106442577,0.795180722892,0.341317365269,0.354430379747,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
61,0.0,0.170868347339,0.435742971888,0.182035928144,0.139240506329,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
62,1.0,0.0658263305322,0.546184738956,0.111377245509,0.0632911392405,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
63,0.0,0.801120448179,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
64,0.0,0.0518207282913,0.614457831325,0.0778443113772,0.0632911392405,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
65,1.0,0.00140056022409,0.744979919679,0.0838323353293,0.151898734177,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
66,,0.858543417367,0.481927710843,0.161676646707,0.113924050633,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
67,,0.764705882353,0.263052208835,0.0958083832335,0.151898734177,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
68,0.0,0.696078431373,0.965863453815,0.120958083832,0.291139240506,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
69,1.0,0.662464985994,0.502008032129,0.0526946107784,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
70,1.0,0.589635854342,0.502008032129,0.0526946107784,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
71,,0.441176470588,0.821285140562,0.184431137725,0.240506329114,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
72,1.0,0.267507002801,0.516064257028,0.360479041916,0.316455696203,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
73,1.0,0.666666666667,0.502008032129,0.0526946107784,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
74,0.0,0.224089635854,0.604417670683,0.120958083832,0.0886075949367,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
75,0.0,0.0140056022409,0.83734939759,0.280239520958,0.316455696203,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
76,1.0,0.927170868347,0.263052208835,0.280239520958,0.278481012658,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
77,0.0,0.770308123249,0.534136546185,0.120958083832,0.0632911392405,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
78,0.0,0.621848739496,0.333333333333,0.184431137725,0.164556962025,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
79,0.0,0.00140056022409,0.359437751004,0.102994011976,0.101265822785,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
80,,0.99299719888,0.618473895582,0.108982035928,0.0886075949367,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
81,1.0,0.421568627451,0.562248995984,0.211976047904,0.164556962025,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
82,0.0,0.0644257703081,0.504016064257,0.239520958084,0.189873417722,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
83,0.0,0.981792717087,0.767068273092,0.305389221557,0.303797468354,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
84,0.0,0.922969187675,0.4859437751,0.0574850299401,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
85,,0.823529411765,0.443775100402,0.136526946108,0.0886075949367,1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
86,,0.624649859944,0.253012048193,0.111377245509,0.164556962025,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
87,1.0,0.554621848739,0.767068273092,0.204790419162,0.227848101266,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
88,1.0,0.495798319328,0.443775100402,0.277844311377,0.240506329114,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
89,1.0,0.201680672269,0.78313253012,0.14371257485,0.189873417722,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
90,1.0,0.151260504202,0.78313253012,0.0526946107784,0.177215189873,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
91,1.0,0.119047619048,0.5,0.239520958084,0.189873417722,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
92,1.0,0.0658263305322,0.198795180723,0.0574850299401,0.189873417722,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
93,0.0,0.920168067227,0.722891566265,0.14371257485,0.164556962025,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
94,0.0,0.8081232493,0.767068273092,0.156886227545,0.189873417722,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
95,,0.371148459384,0.767068273092,0.0574850299401,0.164556962025,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
96,1.0,0.322128851541,0.385542168675,0.353293413174,0.316455696203,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
97,1.0,0.273109243697,0.313253012048,0.244311377246,0.227848101266,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
98,0.0,0.0742296918768,0.114457831325,0.232335329341,0.303797468354,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
99,1.0,0.0672268907563,0.78313253012,0.0526946107784,0.177215189873,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
100,0.0,0.960784313725,0.580321285141,0.0634730538922,0.0506329113924,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
101,0.0,0.78431372549,0.550200803213,0.232335329341,0.189873417722,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
102,1.0,0.662464985994,0.5,0.0526946107784,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
103,1.0,0.560224089636,0.740963855422,0.211976047904,0.215189873418,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
104,,0.358543417367,0.299196787149,0.216766467066,0.215189873418,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
105,0.0,0.252100840336,0.740963855422,0.0754491017964,0.151898734177,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
106,0.0,0.0672268907563,0.114457831325,0.102994011976,0.240506329114,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
107,0.0,0.0294117647059,0.168674698795,0.118562874251,0.215189873418,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
108,0.0,0.894957983193,0.550200803213,0.191616766467,0.139240506329,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
109,0.0,0.59943977591,0.371485943775,0.239520958084,0.20253164557,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
110,1.0,0.539215686275,0.168674698795,0.0838323353293,0.20253164557,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
111,0.0,0.439775910364,0.385542168675,0.14371257485,0.113924050633,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
112,0.0,0.305322128852,0.427710843373,0.136526946108,0.0886075949367,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
113,,0.0602240896359,0.198795180723,0.232335329341,0.26582278481,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
114,0.0,0.936974789916,0.313253012048,0.277844311377,0.26582278481,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
115,0.0,0.864145658263,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
116,0.0,0.788515406162,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
117,0.0,0.785714285714,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
118,1.0,0.254901960784,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
119,1.0,0.0616246498599,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
120,0.0,0.0294117647059,0.672690763052,0.221556886228,0.20253164557,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
121,1.0,0.742296918768,0.325301204819,0.241916167665,0.227848101266,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
122,1.0,0.697478991597,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
123,,0.224089635854,0.190763052209,0.116167664671,0.20253164557,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
124,1.0,0.0420168067227,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
125,1.0,0.00560224089636,0.504016064257,0.383233532934,0.341772151899,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
126,,0.83893557423,0.309236947791,0.211976047904,0.20253164557,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
127,1.0,0.725490196078,0.813253012048,0.0431137724551,0.189873417722,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
128,1.0,0.445378151261,0.190763052209,0.0682634730539,0.189873417722,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
129,0.0,0.383753501401,0.333333333333,0.211976047904,0.189873417722,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
130,0.0,0.323529411765,0.144578313253,0.0431137724551,0.215189873418,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
131,0.0,0.3081232493,0.534136546185,0.159281437126,0.113924050633,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
132,1.0,0.298319327731,0.40562248996,0.179640718563,0.139240506329,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
133,,0.24649859944,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
134,0.0,0.175070028011,0.160642570281,0.0682634730539,0.215189873418,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
135,0.0,0.0196078431373,0.263052208835,0.211976047904,0.215189873418,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
136,0.0,0.913165266106,0.520080321285,0.100598802395,0.0506329113924,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
137,0.0,0.551820728291,0.333333333333,0.150898203593,0.139240506329,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
138,0.0,0.415966386555,0.520080321285,0.123353293413,0.0632911392405,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
139,1.0,0.291316526611,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
140,1.0,0.137254901961,0.520080321285,0.123353293413,0.0632911392405,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
141,,0.0910364145658,0.592369477912,0.0958083832335,0.0632911392405,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
142,0.0,0.0882352941176,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
143,0.0,0.648459383754,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
144,,0.408963585434,0.977911646586,0.0658682634731,0.291139240506,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
145,1.0,0.263305322129,0.502008032129,0.0526946107784,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
146,1.0,0.203081232493,0.761044176707,0.0479041916168,0.151898734177,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
